species,all_about_birds,article-classified,birdbase,birds_of_the_world,hand_entered,partners_in_flight,peterjohn_2006,traitdata,vgbi,vickery_1999,analysis_class,include
vauxs_swift,Forests,NA,forest,NA,NA,Forest Aerial:  Temperate Western; Forests Aerial:  Mesoamerican Highland; Forest Aerial:  Tropical Generalist,NA,NA,NA,NA,other,FALSE
veery,Forests,NA,forest; woodland; shrub; riparian; coastal,NA,NA,Forests:  Temperate Eastern; Forests:  Temperate Western; Forests:  Tropical Lowland Evergreen,NA,NA,NA,NA,other,FALSE
veraguan_mango,NA,NA,NA,NA,NA,Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
verdin,Scrub,NA,shrub; desert; riparian,NA,NA,Aridlands:  Desert Scrub,NA,NA,NA,NA,shrub,FALSE
vermilion_flycatcher,Grasslands,NA,woodland; shrub; savannah; desert; artificial; riparian,NA,NA,Open Country:  Habitat Mosaic; Aridlands:  Desert Scrub,NA,NA,NA,NA,facultative,TRUE
vesper_sparrow,Grasslands,NA,forest; shrub; savannah; grasslands; artificial,NA,NA,Grasslands:  Temperate; Grasslands:  Chihuahuan,NA,NA,NA,grassland obligate,obligate,TRUE
violet_green_swallow,Open Woodlands,NA,forest; woodland; coastal,NA,NA,Forest Aerial:  Temperate Western; Forests Aerial:  Mesoamerican Pine-Oak; Open Country Aerial:  Habitat Mosaic; Open Country Aerial:  Developed/Disturbed,NA,NA,NA,NA,facultative,TRUE
virginia_rail,Marshes,NA,grasslands; artificial; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Freshwater Marsh; Coasts:  Saltmarsh,NA,NA,NA,NA,facultative,TRUE
virginias_warbler,Open Woodlands,NA,forest; shrub; riparian,NA,NA,Forests:  Temperate Western; Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak,NA,NA,NA,NA,other,FALSE
waders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,FALSE
wandering_tattler,Shorelines,NA,shrub; rocky_areas; riparian; coastal; wetlands_lakes_marsh,NA,NA,Tundra:  Alpine; Wetlands:  Tundra; Coasts:  Beach and Estuary,NA,NA,NA,NA,other,FALSE
warbling_vireo,Open Woodlands,NA,forest; woodland; shrub; artificial,NA,NA,Forests:  Temperate Eastern; Forests:  Temperate Western; Forests:  Tropical Generalist,NA,NA,NA,NA,other,FALSE
west_mexican_euphonia,NA,NA,woodland,NA,NA,Forests:  Tropical Dry; Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
western_bluebird,Open Woodlands,NA,woodland; shrub; grasslands,NA,NA,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Aridlands:  Desert Scrub,NA,NA,NA,facultative grassland,facultative,TRUE
western_gull,Oceans,NA,rocky_areas; coastal,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Coasts:  Beach and Estuary,NA,NA,NA,NA,other,FALSE
western_kingbird,Grasslands,NA,shrub,NA,NA,Grasslands:  Temperate; Aridlands:  Desert Scrub; Open Country:  Habitat Mosaic,NA,NA,NA,facultative grassland,facultative,TRUE
western_meadowlark,Grasslands,NA,savannah; grasslands; desert; artificial,NA,NA,Grasslands:  Temperate; Grasslands:  Chihuahuan,NA,NA,NA,grassland obligate,obligate,TRUE
western_sandpiper,Shorelines,NA,shrub; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Tundra; Coasts:  Beach and Estuary; Wetlands:  Seasonally Wet Grasslands,NA,NA,NA,facultative grassland,facultative,TRUE
western_screech_owl,Open Woodlands,NA,forest; woodland; desert; artificial; coastal,NA,NA,Forests:  Temperate Western; Aridlands:  Desert Riparian,NA,NA,NA,NA,other,FALSE
western_tanager,Forests,NA,forest; woodland; shrub; desert; artificial,NA,NA,Forests:  Temperate Western; Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak,NA,NA,NA,NA,other,FALSE
western_wood_pewee,Open Woodlands,NA,forest; woodland; shrub,NA,NA,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Forests:  Tropical Montane Evergreen,NA,NA,NA,NA,other,FALSE
western_yellow_wagtail,NA,NA,NA,NA,NA,NA,NA,grassland; shrub; swamp,NA,NA,shrub,FALSE
wheatear,NA,NA,NA,NA,NA,NA,NA,tundra; grassland; mountain_meadows; rocks,NA,NA,facultative,TRUE
whimbrel,Shorelines,NA,NA,NA,NA,Tundra:  Arctic; Wetlands:  Boreal; Coasts:  Beach and Estuary; Coasts:  Saltmarsh,NA,NA,NA,facultative grassland,facultative,TRUE
whinchat,NA,NA,forest; woodland; shrub; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,grassland,NA,NA,obligate,TRUE
white_breasted_nuthatch,Forests,NA,forest; artificial,NA,NA,Forests:  Temperate Eastern; Forests:  Temperate Western,NA,NA,NA,NA,other,FALSE
white_crowned_pigeon,Forests,NA,forest; woodland; artificial; coastal,NA,NA,Coasts:  Mangroves,NA,NA,NA,NA,other,FALSE
white_crowned_sparrow,Scrub,NA,forest; woodland; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,Tundra:  Arctic; Forests:  Boreal; Open Country:  Habitat Mosaic,NA,NA,facultative grassland,NA,facultative,TRUE
white_eyed_vireo,Scrub,NA,woodland; shrub,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Dry; Forests:  Generalist,shrubland,NA,NA,NA,other,FALSE
white_faced_ground_sparrow,NA,NA,NA,NA,NA,Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
white_faced_ibis,Marshes,NA,artificial; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Freshwater Marsh; Wetlands:  Generalist; Coasts:  Saltmarsh,NA,NA,NA,NA,other,FALSE
white_headed_woodpecker,Forests,NA,forest,NA,NA,Forests:  Temperate Western,NA,NA,NA,NA,other,FALSE
white_ibis,Marshes,NA,forest; grasslands; artificial; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Generalist; Coasts:  Mangroves; Coasts:  Saltmarsh,NA,NA,NA,NA,facultative,TRUE
white_rumped_sandpiper,NA,NA,grasslands; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Tundra; Coasts:  Beach and Estuary; Wetlands:  Lakes and Rivers,NA,NA,NA,facultative grassland,facultative,TRUE
white_stork,NA,NA,savannah; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,NA,facultative,TRUE
white_tailed_hawk,Grasslands,NA,shrub; grasslands; artificial,NA,NA,Forests:  Tropical Dry; Grasslands:  Tropical,NA,NA,NA,NA,facultative,TRUE
white_tailed_kite,Grasslands,NA,woodland; shrub; grasslands; artificial; wetlands_lakes_marsh,NA,NA,Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
white_tailed_ptarmigan,NA,NA,grasslands; rocky_areas,NA,NA,Tundra:  Alpine,NA,NA,NA,grassland obligate,obligate,TRUE
white_throated_flycatcher,NA,NA,shrub; grasslands; wetlands_lakes_marsh,NA,NA,Open Country:  Habitat Mosaic; Wetlands:  Freshwater Marsh; Wetlands:  Seasonally Wet Grasslands,NA,NA,NA,NA,facultative,TRUE
white_throated_sparrow,Forests,NA,woodland; shrub; artificial,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern,NA,NA,facultative grassland,NA,facultative,TRUE
white_throated_swift,Scrub,NA,woodland; shrub; grasslands; plains; rocky_areas; artificial; coastal; wetlands_lakes_marsh,NA,NA,Open Country Aerial:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
white_throated_towhee,NA,NA,woodland; shrub; artificial,NA,NA,Aridlands:  Desert Scrub,NA,NA,NA,NA,shrub,FALSE
white_tipped_dove,Open Woodlands,NA,forest; woodland; shrub; artificial; riparian,NA,NA,Forests:  Tropical Dry,NA,NA,NA,NA,other,FALSE
white_wagtail,NA,NA,grasslands; rocky_areas; artificial; riparian,NA,NA,Coasts:  Cliffs and Islands; Wetlands:  Lakes and Rivers; Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
white_winged_crossbill,Forests,NA,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Western,NA,NA,NA,NA,other,FALSE
white_winged_dove,Towns,NA,forest; woodland; shrub; desert; coastal; wetlands_lakes_marsh,NA,NA,Aridlands:  Desert Scrub; Forests:  Tropical Dry,NA,NA,NA,NA,other,FALSE
white_winged_scoter,Lakes and Ponds,NA,forest; rocky_areas; wetlands_lakes_marsh,NA,NA,Wetlands:  Lakes and Rivers; Coasts:  Marine Waters,NA,NA,NA,NA,other,FALSE
whooping_crane,NA,NA,forest; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Boreal; Wetlands:  Freshwater Marsh; Coasts:  Saltmarsh,NA,NA,NA,facultative grassland,facultative,TRUE
wild_turkey,Open Woodlands,NA,forest; shrub; grasslands; artificial,NA,NA,Forests:  Temperate Generalist,NA,woodland; grassland,facultative grassland,NA,facultative,TRUE
willet,Shorelines,NA,rocky_areas; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Seasonally Wet Grasslands; Coasts:  Saltmarsh; Coasts:  Beach and Estuary,NA,NA,NA,facultative grassland,facultative,TRUE
williamsons_sapsucker,Forests,NA,forest; woodland,NA,NA,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak,NA,NA,NA,NA,other,FALSE
willow_flycatcher,NA,NA,woodland; shrub; grasslands,NA,NA,Open Country:  Habitat Mosaic; Forests:  Temperate Western,shrubland,NA,NA,NA,facultative,TRUE
willow_ptarmigan,Tundra,NA,NA,NA,NA,Tundra:  Arctic,NA,NA,NA,facultative grassland,facultative,TRUE
wilsons_phalarope,Lakes and Ponds,NA,grasslands; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Seasonally Wet Grasslands; Wetlands:  Freshwater Marsh; Wetlands:  Lakes and Rivers,NA,NA,NA,facultative grassland,facultative,TRUE
wilsons_plover,Shorelines,NA,coastal,NA,NA,Coasts:  Beach and Estuary,NA,NA,NA,NA,other,FALSE
wilsons_snipe,Marshes,NA,grasslands; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Generalist,NA,NA,NA,NA,facultative,TRUE
wilsons_warbler,Scrub,NA,woodland; shrub,NA,NA,Forests:  Boreal; Forests:  Temperate Western; Forests:  Tropical Generalist,NA,NA,NA,NA,other,FALSE
winter_wren,Forests,NA,forest; riparian,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern,NA,NA,NA,NA,other,FALSE
wintering_shrub_scrub_species,NA,shrub,NA,NA,NA,NA,NA,NA,NA,NA,shrub,FALSE
wintering_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,FALSE
wood_duck,Lakes and Ponds,NA,forest; artificial; riparian; wetlands_lakes_marsh,NA,NA,Wetlands:  Forested; Forests:  Temperate Eastern; Wetlands:  Lakes and Rivers,NA,NA,NA,NA,other,FALSE
wood_stork,Marshes,NA,forest; grasslands; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Forested; Wetlands:  Freshwater Marsh; Wetlands:  Generalist,NA,NA,NA,NA,facultative,TRUE
wood_thrush,Forests,NA,forest; woodland; shrub,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen,NA,NA,NA,NA,other,FALSE
woodhouses_scrub_jay,NA,NA,woodland; shrub; grasslands; artificial; riparian,NA,NA,Forests:  Temperate Western; Aridlands:  Chaparral,NA,NA,NA,NA,shrub,FALSE
woodland_species,NA,woodland,NA,NA,NA,NA,NA,NA,NA,NA,other,FALSE
worm_eating_warbler,Forests,NA,forest; shrub; riparian,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry,NA,NA,NA,NA,other,FALSE
worthens_sparrow,NA,NA,shrub; grasslands,NA,NA,Grasslands:  Chihuahuan,NA,NA,NA,facultative grassland,facultative,TRUE
wrentit,Scrub,NA,shrub,NA,NA,Aridlands:  Chaparral,NA,NA,NA,NA,shrub,FALSE
xantuss_hummingbird,NA,NA,forest; shrub; desert,NA,NA,Aridlands:  Desert Scrub,NA,NA,NA,NA,shrub,FALSE
yellow_bellied_elaenia,NA,NA,forest; woodland; shrub; artificial; riparian,NA,NA,Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
yellow_bellied_flycatcher,Forests,NA,forest; woodland; shrub; riparian; wetlands_lakes_marsh,NA,NA,Forests:  Boreal; Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen,NA,NA,NA,NA,other,FALSE
yellow_bellied_sapsucker,Forests,NA,forest; woodland; grasslands; artificial,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern; Forests:  Temperate Generalist,NA,NA,NA,NA,facultative,TRUE
yellow_bellied_seedeater,NA,NA,shrub; savannah; grasslands; artificial,NA,NA,Open Country:  Developed/Disturbed,NA,NA,NA,facultative grassland,facultative,TRUE
yellow_billed_cuckoo,Open Woodlands,NA,forest; woodland; shrub; riparian,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Dry; Forests:  Tropical Lowland Evergreen,shrubland,NA,facultative grassland,NA,facultative,TRUE
yellow_billed_magpie,Open Woodlands,NA,woodland; shrub; savannah; artificial,NA,NA,Forests:  Temperate Western,NA,NA,NA,NA,facultative,TRUE
yellow_breasted_chat,Scrub,NA,woodland; shrub,NA,NA,Forests:  Temperate Eastern; Forests:  Temperate Western; Forests:  Tropical Generalist,shrubland,NA,facultative grassland,NA,facultative,TRUE
yellow_crowned_night_heron,Marshes,NA,forest; riparian; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Generalist; Coasts:  Mangroves; Coasts:  Saltmarsh,NA,NA,NA,NA,other,FALSE
yellow_eyed_junco,Open Woodlands,NA,forest; woodland; shrub; grasslands; artificial,NA,NA,Forests:  Mesoamerican Highland; Forests:  Mesoamerican Pine-Oak,NA,NA,NA,NA,facultative,TRUE
yellow_faced_grassquit,NA,NA,forest; shrub; grasslands; artificial,NA,NA,Open Country:  Habitat Mosaic,NA,NA,NA,facultative grassland,facultative,TRUE
yellow_headed_blackbird,Marshes,NA,grasslands; artificial; wetlands_lakes_marsh,NA,NA,Wetlands:  Freshwater Marsh; Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
yellow_headed_caracara,NA,NA,woodland; shrub; savannah; grasslands; artificial; riparian,NA,NA,Open Country:  Habitat Mosaic; Grasslands:  Tropical,NA,NA,NA,NA,facultative,TRUE
yellow_rail,Marshes,NA,artificial; coastal; wetlands_lakes_marsh,NA,NA,Wetlands:  Boreal; Wetlands:  Freshwater Marsh; Coasts:  Saltmarsh,NA,NA,NA,facultative grassland,facultative,TRUE
yellow_rumped_warbler,NA,NA,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Western; Forests:  Generalist; Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
yellow_throated_vireo,Open Woodlands,NA,forest; woodland; artificial; riparian,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry,NA,NA,NA,NA,other,FALSE
yellow_throated_warbler,Forests,NA,forest; woodland; shrub; artificial; riparian,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Generalist,NA,NA,NA,NA,other,FALSE
yellow_tyrannulet,NA,NA,forest; bamboo; woodland; shrub; artificial; riparian; coastal,NA,NA,Open Country:  Habitat Mosaic,NA,NA,NA,NA,facultative,TRUE
yellow_warbler,Open Woodlands,NA,NA,NA,NA,Forests:  Temperate Generalist; Wetlands:  Generalist; Open Country:  Habitat Mosaic,shrubland,NA,NA,NA,facultative,TRUE
yellowhammer,NA,NA,NA,NA,NA,NA,NA,woodland; shrub; grassland,NA,NA,shrub,FALSE
zone_tailed_hawk,Forests,NA,forest; woodland; shrub; savannah; rocky_areas; artificial,NA,NA,Forests:  Tropical Generalist,NA,NA,NA,NA,facultative,TRUE
