effect_id,key,source_sheet,source_row,extraction_type,design,response_class,response_var,survival_scale,link,baseline_survival,beta_is_derived,treatment,control,species,sign,treatment_control_flag,response_flag,response_dir,notes,bmp,paper,region,species_group,analysis_class,species_include,xbar_e,xbar_c,n_e,n_c,sd_e,sd_c,se_e,se_c,lcl_e,lcl_c,ucl_e,ucl_c,df_e,df_c
md_0062,55UE5VCT,mean_diff,90,mean_difference,categorical,species_richness,species_richness,,,,,narrow filter strips (<30),medium filter strips (30-60 m),wintering_species,-1,apples,0,,,stream_exclusion_and_buffers,Blank et al. 2011,other,aggregate,other,TRUE,1.5,0.8,25,8,,,,,1,0,2,1.6,,
md_0062,55UE5VCT,mean_diff,90,mean_difference,categorical,species_richness,species_richness,,,,,narrow filter strips (<30),medium filter strips (30-60 m),wintering_species,-1,apples,0,,,provide_overwintering_habitat,Blank et al. 2011,other,aggregate,other,TRUE,1.5,0.8,25,8,,,,,1,0,2,1.6,,
md_0063,55UE5VCT,mean_diff,92,mean_difference,categorical,species_richness,species_richness,,,,,narrow filter strips (<30),wide filter strips (>60 m),wintering_species,-1,apples,0,,,stream_exclusion_and_buffers,Blank et al. 2011,other,aggregate,other,TRUE,1.5,2.8,25,7,,,,,1,1.9,2,3.7,,
md_0063,55UE5VCT,mean_diff,92,mean_difference,categorical,species_richness,species_richness,,,,,narrow filter strips (<30),wide filter strips (>60 m),wintering_species,-1,apples,0,,,provide_overwintering_habitat,Blank et al. 2011,other,aggregate,other,TRUE,1.5,2.8,25,7,,,,,1,1.9,2,3.7,,
md_0064,55UE5VCT,mean_diff,94,mean_difference,categorical,species_richness,species_richness,,,,,medium filter strips (30-60 m),wide filter strips (>60 m),wintering_species,-1,oranges,0,,,stream_exclusion_and_buffers,Blank et al. 2011,other,aggregate,other,TRUE,0.8,2.8,8,7,,,,,0,1.9,0.16,3.7,,
md_0064,55UE5VCT,mean_diff,94,mean_difference,categorical,species_richness,species_richness,,,,,medium filter strips (30-60 m),wide filter strips (>60 m),wintering_species,-1,oranges,0,,,provide_overwintering_habitat,Blank et al. 2011,other,aggregate,other,TRUE,0.8,2.8,8,7,,,,,0,1.9,0.16,3.7,,
md_0065,7SS4IEI5,mean_diff,96,mean_difference,categorical,abundance,abundance,,,,,unmowed buffers,mowed buffers,wintering_species,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,aggregate,other,TRUE,11,0.3,13,13,,,3.1,0.2,,,,,,
md_0065,7SS4IEI5,mean_diff,96,mean_difference,categorical,abundance,abundance,,,,,unmowed buffers,mowed buffers,wintering_species,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,aggregate,other,TRUE,11,0.3,13,13,,,3.1,0.2,,,,,,
md_0066,7SS4IEI5,mean_diff,98,mean_difference,categorical,species_richness,species_richness,,,,,unmowed buffers,mowed buffers,wintering_species,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,aggregate,other,TRUE,3.3,0.5,13,13,,,0.8,0.3,,,,,,
md_0066,7SS4IEI5,mean_diff,98,mean_difference,categorical,species_richness,species_richness,,,,,unmowed buffers,mowed buffers,wintering_species,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,aggregate,other,TRUE,3.3,0.5,13,13,,,0.8,0.3,,,,,,
md_0067,7SS4IEI5,mean_diff,100,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,american_kestrel,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,facultative,TRUE,0.1,0,13,13,0.5,0,,,,,,,,
md_0067,7SS4IEI5,mean_diff,100,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,american_kestrel,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,facultative,TRUE,0.1,0,13,13,0.5,0,,,,,,,,
md_0068,7SS4IEI5,mean_diff,102,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,eastern_bluebird,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,facultative,TRUE,0.1,0,13,13,4,0,,,,,,,,
md_0068,7SS4IEI5,mean_diff,102,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,eastern_bluebird,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,facultative,TRUE,0.1,0,13,13,4,0,,,,,,,,
md_0069,7SS4IEI5,mean_diff,104,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,field_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,facultative,TRUE,11.3,0,13,13,34.7,0,,,,,,,,
md_0069,7SS4IEI5,mean_diff,104,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,field_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,facultative,TRUE,11.3,0,13,13,34.7,0,,,,,,,,
md_0070,7SS4IEI5,mean_diff,106,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,savannah_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,obligate,TRUE,7.2,0.6,13,13,16.2,2.1,,,,,,,,
md_0070,7SS4IEI5,mean_diff,106,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,savannah_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,obligate,TRUE,7.2,0.6,13,13,16.2,2.1,,,,,,,,
md_0071,7SS4IEI5,mean_diff,108,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,song_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,facultative,TRUE,70.1,2.1,13,13,60.1,5.3,,,,,,,,
md_0071,7SS4IEI5,mean_diff,108,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,song_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,facultative,TRUE,70.1,2.1,13,13,60.1,5.3,,,,,,,,
md_0072,7SS4IEI5,mean_diff,110,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,swamp_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,facultative,TRUE,5.5,0,13,13,13.3,0,,,,,,,,
md_0072,7SS4IEI5,mean_diff,110,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,swamp_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,facultative,TRUE,5.5,0,13,13,13.3,0,,,,,,,,
md_0073,7SS4IEI5,mean_diff,112,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,white_throated_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,shrub,FALSE,15.9,1.6,13,13,51,5.7,,,,,,,,
md_0073,7SS4IEI5,mean_diff,112,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,white_throated_sparrow,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,shrub,FALSE,15.9,1.6,13,13,51,5.7,,,,,,,,
md_0074,7SS4IEI5,mean_diff,114,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,dark_eyed_junco,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",provide_overwintering_habitat,Blank et al. 2011b,other,species,facultative,TRUE,3.4,0.7,13,13,12.2,2.4,,,,,,,,
md_0074,7SS4IEI5,mean_diff,114,mean_difference,categorical,abundance,winter density (birds/10 ha),,,,,unmowed buffers,mowed buffers,dark_eyed_junco,1,apples,0,,"For the delay_hay treatment, the treatment and control should be switched",stream_exclusion_and_buffers,Blank et al. 2011b,other,species,facultative,TRUE,3.4,0.7,13,13,12.2,2.4,,,,,,,,
md_0075,IF3VCNWP,mean_diff,116,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,montezuma_quail,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.33,0,7,7,,,0.33,0,,,,,,
md_0076,IF3VCNWP,mean_diff,117,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,montezuma_quail,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0,0,7,7,,,0,0,,,,,,
md_0077,IF3VCNWP,mean_diff,118,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,scaled_quail,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.24,0,7,7,,,0.24,0,,,,,,
md_0078,IF3VCNWP,mean_diff,119,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,scaled_quail,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.18,0.21,7,7,,,0.18,0.21,,,,,,
md_0079,IF3VCNWP,mean_diff,120,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,gambels_quail,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,shrub,FALSE,0,0.24,7,7,,,0,0.24,,,,,,
md_0080,IF3VCNWP,mean_diff,121,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,gambels_quail,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,shrub,FALSE,0,0.14,7,7,,,0,0.09,,,,,,
md_0081,IF3VCNWP,mean_diff,122,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,mourning_dove,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.29,0.24,7,7,,,0.24,0.16,,,,,,
md_0082,IF3VCNWP,mean_diff,123,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,mourning_dove,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,1.36,1.86,7,7,,,0.48,0.74,,,,,,
md_0083,IF3VCNWP,mean_diff,124,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,horned_lark,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,2.05,2.38,7,7,,,1.2,1.6,,,,,,
md_0084,IF3VCNWP,mean_diff,125,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,horned_lark,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,2.25,3.43,7,7,,,2.13,1.98,,,,,,
md_0085,IF3VCNWP,mean_diff,126,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,spotted_towhee,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,shrub,FALSE,0.05,0,7,7,,,0.05,0,,,,,,
md_0086,IF3VCNWP,mean_diff,127,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,spotted_towhee,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,shrub,FALSE,0,0,7,7,,,0,0,,,,,,
md_0087,IF3VCNWP,mean_diff,128,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,canyon_towhee,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.52,0.14,7,7,,,0.23,0.1,,,,,,
md_0088,IF3VCNWP,mean_diff,129,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,canyon_towhee,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.5,0.21,7,7,,,0.26,0.1,,,,,,
md_0089,IF3VCNWP,mean_diff,130,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,cassins_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.1,0,7,7,,,0.1,0,,,,,,
md_0090,IF3VCNWP,mean_diff,131,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,cassins_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.96,0,7,7,,,0.45,0,,,,,,
md_0091,IF3VCNWP,mean_diff,132,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,rufous_crowned_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.95,0.1,7,7,,,0.11,0.1,,,,,,
md_0092,IF3VCNWP,mean_diff,133,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,rufous_crowned_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,1.04,0.07,7,7,,,0.32,0.07,,,,,,
md_0093,IF3VCNWP,mean_diff,134,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,chipping_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,1.67,0.52,7,7,,,1.03,0.36,,,,,,
md_0094,IF3VCNWP,mean_diff,135,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,chipping_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,5.71,6,7,7,,,1.66,2.8,,,,,,
md_0095,IF3VCNWP,mean_diff,136,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,brewers_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0,0,7,7,,,0,0,,,,,,
md_0096,IF3VCNWP,mean_diff,137,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,brewers_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.18,0.43,7,7,,,0.18,0.43,,,,,,
md_0097,IF3VCNWP,mean_diff,138,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,vesper_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,1.76,0,7,7,,,0.64,0,,,,,,
md_0098,IF3VCNWP,mean_diff,139,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,vesper_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,8.96,2.89,7,7,,,2.67,1.61,,,,,,
md_0099,IF3VCNWP,mean_diff,140,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,lark_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0,0,7,7,,,0,0,,,,,,
md_0100,IF3VCNWP,mean_diff,141,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,lark_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0,0.07,7,7,,,0,0.07,,,,,,
md_0101,IF3VCNWP,mean_diff,142,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,lark_bunting,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0,0,7,7,,,0,0,,,,,,
md_0102,IF3VCNWP,mean_diff,143,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,lark_bunting,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.39,0.21,7,7,,,0.39,0.21,,,,,,
md_0103,IF3VCNWP,mean_diff,144,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,grasshopper_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.1,0,7,7,,,0.1,0,,,,,,
md_0104,IF3VCNWP,mean_diff,145,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,grasshopper_sparrow,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,1.96,0,7,7,,,0.47,0,,,,,,
md_0105,IF3VCNWP,mean_diff,146,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,dark_eyed_junco,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,1.14,0,7,7,,,0.48,0,,,,,,
md_0106,IF3VCNWP,mean_diff,147,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,dark_eyed_junco,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.18,0.25,7,7,,,0.18,0.21,,,,,,
md_0107,IF3VCNWP,mean_diff,148,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,chestnut_collared_longspur,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0,0,7,7,,,0,0,,,,,,
md_0108,IF3VCNWP,mean_diff,149,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,chestnut_collared_longspur,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,1.79,0,7,7,,,1.79,0,,,,,,
md_0109,IF3VCNWP,mean_diff,150,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,eastern_meadowlark,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,1.19,0.05,7,7,,,0.66,0.05,,,,,,
md_0110,IF3VCNWP,mean_diff,151,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,eastern_meadowlark,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,1.14,0.39,7,7,,,0.6,0.24,,,,,,
md_0111,IF3VCNWP,mean_diff,152,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,house_finch,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.19,0,7,7,,,0.19,0,,,,,,
md_0112,IF3VCNWP,mean_diff,153,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,house_finch,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0,0,7,7,,,0,0,,,,,,
md_0113,IF3VCNWP,mean_diff,154,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,northern_harrier,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.1,0,7,7,,,0.06,0,,,,,,
md_0114,IF3VCNWP,mean_diff,155,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,northern_harrier,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,obligate,TRUE,0.07,0,7,7,,,0.05,0,,,,,,
md_0115,IF3VCNWP,mean_diff,156,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,red_tailed_hawk,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.1,0.05,7,7,,,0.1,0.05,,,,,,
md_0116,IF3VCNWP,mean_diff,157,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,red_tailed_hawk,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.07,0.11,7,7,,,0.05,0.07,,,,,,
md_0117,IF3VCNWP,mean_diff,158,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,american_kestrel,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.1,0.1,7,7,,,0.06,0.06,,,,,,
md_0118,IF3VCNWP,mean_diff,159,mean_difference,categorical,abundance,abundance - 97-98,,,,,Ungrazed,Grazed,american_kestrel,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,facultative,TRUE,0.21,0.18,7,7,,,0.1,0.07,,,,,,
md_0119,IF3VCNWP,mean_diff,160,mean_difference,categorical,abundance,abundance - 96-97,,,,,Ungrazed,Grazed,greater_roadrunner,1,apples,0,,,provide_overwintering_habitat,Bock and Bock 1999,other,species,shrub,FALSE,0,0.1,7,7,,,0,0.06,,,,,,
