key,paper,bmp,response_class,Treatment,Control,response_var,species,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes
DY9N6UPD,Churchwell et al. 2008,Prescribed fire; Manage fields in patches,nest_success,Patch burn (1-yr post-burn),traditional management,dsr,dickcissel,standard_error,0.937,63,NA,0.01,NA,NA,0.926,110,NA,0.008,NA,NA,NA
DY9N6UPD,Churchwell et al. 2008,Prescribed fire; Manage fields in patches,nest_success,Patch burn (2-yr post-burn),traditional management,dsr,dickcissel,standard_error,0.945,90,NA,0.008,NA,NA,0.926,110,NA,0.008,NA,NA,NA
DY9N6UPD,Churchwell et al. 2008,Prescribed fire; Manage fields in patches,abundance,Patch burn (current year),traditional management,nests/ha,dickcissel,standard_error,0.41,2,NA,0.16,NA,NA,2,2,NA,0.33,NA,NA,NA
DY9N6UPD,Churchwell et al. 2008,Prescribed fire; Manage fields in patches,abundance,Patch burn (1-yr post-burn),traditional management,nests/ha,dickcissel,standard_error,1.03,2,NA,0.26,NA,NA,2,2,NA,0.33,NA,NA,NA
DY9N6UPD,Churchwell et al. 2008,Prescribed fire; Manage fields in patches,abundance,Patch burn (2-yr post-burn),traditional management,nests/ha,dickcissel,standard_error,1.64,2,NA,0.32,NA,NA,2,2,NA,0.33,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (No border treatment),Agricultural field (No border treatment),abundance - 2003,all_species,standard_error,20.53,19,NA,6.69,NA,NA,2,19,NA,9.66,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (No border treatment),Agricultural field (No border treatment),abundance - 2004,all_species,standard_error,14.65,17,NA,7.07,NA,NA,10,17,NA,10.21,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Narrow border treatment),Agricultural field (Narrow border treatment),abundance - 2003,all_species,standard_error,24.26,38,NA,4.73,NA,NA,17.63,38,NA,6.83,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Narrow border treatment),Agricultural field (Narrow border treatment),abundance - 2004,all_species,standard_error,17.58,26,NA,5.72,NA,NA,4.42,26,NA,8.26,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Wide border treatment),Agricultural field (Wide border treatment),abundance - 2003,all_species,standard_error,15,5,NA,11.9,NA,NA,19.4,5,NA,18.82,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Wide border treatment),Agricultural field (Wide border treatment),abundance - 2004,all_species,standard_error,38.8,5,NA,13.03,NA,NA,22.3,5,NA,17.8,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (No border treatment),Agricultural field (No border treatment),species_richness - 2003,all_species,standard_error,5.58,19,NA,0.61,NA,NA,1.05,19,NA,0.33,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (No border treatment),Agricultural field (No border treatment),species_richness - 2004,all_species,standard_error,5.18,17,NA,0.64,NA,NA,0.88,17,NA,0.34,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Narrow border treatment),Agricultural field (Narrow border treatment),species_richness - 2003,all_species,standard_error,5.79,38,NA,0.43,NA,NA,1.17,38,NA,0.23,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Narrow border treatment),Agricultural field (Narrow border treatment),species_richness - 2004,all_species,standard_error,6,26,NA,0.52,NA,NA,0.65,26,NA,0.28,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Wide border treatment),Agricultural field (Wide border treatment),species_richness - 2003,all_species,standard_error,4.33,5,NA,1.08,NA,NA,2,5,NA,0.63,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Wide border treatment),Agricultural field (Wide border treatment),species_richness - 2004,all_species,standard_error,3.6,5,NA,1.19,NA,NA,2.17,5,NA,0.58,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (No border treatment),Field border zone (No border treatment),abundance - 2003,all_species,standard_error,20.53,19,NA,6.69,NA,NA,2.21,19,NA,1.78,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (No border treatment),Field border zone (No border treatment),abundance - 2004,all_species,standard_error,14.65,17,NA,7.07,NA,NA,3.24,17,NA,1.89,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Narrow border treatment),Field border zone (Narrow border treatment),abundance - 2003,all_species,standard_error,24.26,38,NA,4.73,NA,NA,4.9,38,NA,1.26,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Narrow border treatment),Field border zone (Narrow border treatment),abundance - 2004,all_species,standard_error,17.58,26,NA,5.72,NA,NA,4.62,26,NA,1.53,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Wide border treatment),Field border zone (Wide border treatment),abundance - 2003,all_species,standard_error,15,5,NA,11.9,NA,NA,17.4,5,NA,3.48,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,abundance,Wooded edge (Wide border treatment),Field border zone (Wide border treatment),abundance - 2004,all_species,standard_error,38.8,5,NA,13.03,NA,NA,10.33,5,NA,3.17,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (No border treatment),Field border zone (No border treatment),species_richness - 2003,all_species,standard_error,5.58,19,NA,0.61,NA,NA,1.68,19,NA,0.44,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (No border treatment),Field border zone (No border treatment),species_richness - 2004,all_species,standard_error,5.18,17,NA,0.64,NA,NA,2.47,17,NA,0.46,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Narrow border treatment),Field border zone (Narrow border treatment),species_richness - 2003,all_species,standard_error,5.79,38,NA,0.43,NA,NA,1.92,38,NA,0.31,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Narrow border treatment),Field border zone (Narrow border treatment),species_richness - 2004,all_species,standard_error,6,26,NA,0.52,NA,NA,2.96,26,NA,0.38,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Wide border treatment),Field border zone (Wide border treatment),species_richness - 2003,all_species,standard_error,4.33,5,NA,1.08,NA,NA,5.4,5,NA,0.86,NA,NA,NA
TL3GWJHM,Conover et al. 2007,edge_and_shrub_habitat; provide_overwintering_habitat,species_richness,Wooded edge (Wide border treatment),Field border zone (Wide border treatment),species_richness - 2004,all_species,standard_error,3.6,5,NA,1.19,NA,NA,3.5,5,NA,0.78,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),red_winged_blackbird,standard_error,0.119,42,NA,0.061,NA,NA,1.686,51,NA,0.345,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),red_winged_blackbird,standard_error,0.119,42,NA,0.061,NA,NA,4.278,18,NA,0.925,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),red_winged_blackbird,standard_error,1.686,51,NA,0.345,NA,NA,4.278,18,NA,0.925,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),dickcissel,standard_error,0,42,NA,0,NA,NA,0.137,51,NA,0.069,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),dickcissel,standard_error,0,42,NA,0,NA,NA,2,18,NA,0.763,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),dickcissel,standard_error,0.137,51,NA,0.069,NA,NA,2,18,NA,0.763,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),indigo_bunting,standard_error,0.048,42,NA,0.033,NA,NA,0.392,51,NA,0.119,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),indigo_bunting,standard_error,0.048,42,NA,0.033,NA,NA,0.278,18,NA,0.135,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),indigo_bunting,standard_error,0.392,51,NA,0.119,NA,NA,0.278,18,NA,0.135,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),mourning_dove,standard_error,0.143,42,NA,0.073,NA,NA,0.157,51,NA,0.071,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),mourning_dove,standard_error,0.143,42,NA,0.073,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),mourning_dove,standard_error,0.157,51,NA,0.071,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),common_grackle,standard_error,0.024,42,NA,0.024,NA,NA,0.078,51,NA,0.055,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),common_grackle,standard_error,0.024,42,NA,0.024,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),common_grackle,standard_error,0.078,51,NA,0.055,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),yellow_billed_cuckoo,standard_error,0,42,NA,0,NA,NA,0.059,51,NA,0.044,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),yellow_billed_cuckoo,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),yellow_billed_cuckoo,standard_error,0.059,51,NA,0.044,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),brown_headed_cowbird,standard_error,0,42,NA,0,NA,NA,0.078,51,NA,0.047,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),brown_headed_cowbird,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),brown_headed_cowbird,standard_error,0.078,51,NA,0.047,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),ruby_throated_hummingbird,standard_error,0,42,NA,0,NA,NA,0.039,51,NA,0.039,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),ruby_throated_hummingbird,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),ruby_throated_hummingbird,standard_error,0.039,51,NA,0.039,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),eastern_meadowlark,standard_error,0,42,NA,0,NA,NA,0.039,51,NA,0.028,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),eastern_meadowlark,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),eastern_meadowlark,standard_error,0.039,51,NA,0.028,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),northern_bobwhite,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),northern_bobwhite,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),northern_bobwhite,standard_error,0.02,51,NA,0.02,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),northern_mockingbird,standard_error,0,42,NA,0,NA,NA,0.039,51,NA,0.028,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),northern_mockingbird,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),northern_mockingbird,standard_error,0.039,51,NA,0.028,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),red_tailed_hawk,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),red_tailed_hawk,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),red_tailed_hawk,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),wild_turkey,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),wild_turkey,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),wild_turkey,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),killdeer,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),killdeer,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),killdeer,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,narrow field margin,density (birds/0.2 ha),horned_lark,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,no field margin,wide-bordered field margin,density (birds/0.2 ha),horned_lark,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,narrow field margin,wide-bordered field margin,density (birds/0.2 ha),horned_lark,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.
